product_name,product_category,reviews
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,"Poor quality laptop, camera stopped working after 10 days, some weird sound once in a while from laptop restarting automatically at times. Waste of time, return requested waiting for amazon to pickup the return"
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,"The product does not have the pre-installed MS office , it only has a one month free trail and that too when we are to provide our credit card details...is this a scam"
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,"Microphone is not working. Battery is getting drained within 45-60 mints. Complent given. First inspectionn happen. Inspector agreed that there is issue, but Amazon send message that it has been resolved. Againe called Amazon. Arranged second request for inspection. Inspector accepted the issue is there. Called on Toll free number, tried to call several time but not getting responce. Getting feeling of cheated me."
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,Planned to return but the return option got closed. I ordered this laptop as a gift but left as a bad experience. They have send a defective piece. They took it to service center and then the issue got resolved.
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,I bought the model with 8Gb RAM and 256Gb SSD. Pros *Fast boot time-boots in under 10 seconds *Nice for multitasking *The Dolby software combined with Realtek Speakers is just👌👌👌 Cons *Poor battery life-maxes out at 3.5 hrs *Even fresh Windows has way too many bugs which get really frustrating sometimes.😑  Overall it is great and I love it....... Review after one month of use...... Will update if needed
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,"It is a slim laptop with best features as given in product page. Lightweight, fast, premium finish. Best in class and value for money for the price. Review after around 4 weeks use. Genuine MS Home edition and MS office 2019 is the main reason I bought it and am satisfied with it."
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,"Few things are missing. Eg: better camera, FHD screen. But, serves the purpose of a student. If you're a student then go for it. You won't be disappointed."
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,light portable and display is very good. ssdn Ram quality superb with i3 10th generation I am able to use Photoshop video editing and development as well. right now getting battery life around 4 plus hours and charge time is approximately 1 hour 10 minutes.
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,looks : sleek and easy to handle and light weight Smooth operation and super speed with SSD and 8 GB RAM Display quality is nice in this range Audio is good to be listen in quite room it is not too loud. Did not face any issues in last 15 days Office activation works fine no problem Only concern in camera which is very poor quality and it needs sufficient light to focus on.
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,"While the laptop is a good buy, some of the keys are interchanged on the keyboard. I've called the customer care numerous times to help sort the issue out - either by troubleshooting on call or by completely replacing the item. But haven't been able to. And now we're past the replacement timeline and I'm stuck with a laptop that says @ by typing the apostrophe key, instead of 2 key."
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,"Poor webcam, Not recommended ."
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,- VE: 1. BATTERY WORST BACKUP 2. FRAGILE BUILD 3. KEYBOARD NOT LIT 4. VERY POOR CAMERA  + VE: 1. SPEED IS INCREDIBLE FOR 35K PRICE RANGE 2. 1080P SCREEN 3. ORIGINAL WINDOWS AND OFFICE PREINSTALLED 4. CONSIDERABLY LIGHT WEIGHT AND STYLISH GLOSS FINISH
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,I just got the product today. Its very sleek and fast. Configuration at this price is amazing (8GB RAM and 256 SSD) WOW. The camera cover and another great thing.
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,Don't buy this product. The WIFI is not consistent. It keeps disconnecting. I bought this laptop for its high speed connectivity. But if the WIFI is not stable at all.
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,"If you want it for attending webinars then it is good, Body is plastic not very stylish look But overall performance is good cos of 8gb ram So overall a good purchase in this time period Worth buy under 36500 Battery life is Decent for normal function upto 3-4 hr once per charge Camera Quality Is poor, it's 0.3 MP what can you expect from it Light Weight laptop it's handy"
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,Battery life cannot be judged as this soon. Camera quality is enough for our need. We used for online classes only. It's too thin than we expected. Looking elegant. Msoffice is not working.
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,The product arrived in pristine condition with all the features loaded ..The installation was very simple . All you had to do was switch on and follow the instruction . PLEASE dont buy the installation service separately as it's not required . Overall satisfied with the product
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,"Very nice product but I reduced one star because of it's camera quality because of its blurry image. But I am pretty satisfied with the product. Light weight, fast, easily portable and brilliant 256 gb ssd. Very nice product and a must buy."
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,"Pros: light weight, blazing fast due to 8GB ram and 256 GB SSD, included MS office  Cons: Basic camera, approx 3 hr battery for light use, basic screen  Perfect for browsing, online learning. Not so great for online meetings as the camera is trash."
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,"Camera could be HD type at least since it's a laptop with 8Gb memory and i3, 10th Generation intel processor? Its poor vga type. Rest everything is acceptable. Value for money when you buy in discount of 34.5k."
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,All good with the product. My child liked it too. Camera not up to mark. Lenovo should improve it. Else reaaly liked the product.
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,"I am writing this review after using this laptop almost 1 year, as per the price range laptop is average, aound quality is bery low, screen quality is also average, this is just a normal browsing laptop. There are many other options available better than this in same price range. I have brought this around 38K."
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,"Nice laptop but completely run on wifi, lan port not available. Easy and ready to use microsoft office inbuilt. Light weight easy to carry."
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,"Touch and feel is ok. There are few sharp edges. Machine boots up fast, all thanks to SSD but battery doesn't last for even 3 hours. This should have been improved for the given price."
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,"thank to amazon for delivering on time and 1000/- discount Its wonderful laptop with all updated technologies, its very light and thin. its worth of money, 8GB Ram, with 10th generation i3 processor, branded laptop only in 37490/-"
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,Product was defective. The webcam was broken and we had to go through the whole process on following up about this complaint. Since it wasn't replaced we lost on the other deals that were available at that time too.
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,The camera quality is legit trash. Other than that everythings fine. It's smooth and compact.
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,with in 1month most of the keys are not working.
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,This is I believe one of the best product in such price range. Performs like business class machine. Display is good with sleek design. I would have given 5 rating but camera is too poor so -1 for that.
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,Bought this laptop on June 14th. It has not been working from beginning of August. Started giving trouble in a month's time. Switches off by itself. Very unhappy with it.
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,"Good performance , sleek and good build quality"
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,Good price and quality..but camera is poor and wifi adapter should be 5G enabled at this specs n price .
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,Excellent for students and professionals with programming needs.
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,"Continuously rebooting, called the Amazon customer service 5 times regarding this but no help actually give, nor has the replacement for the defective piece been give. Hopeless service by Amazon"
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,Light weight...not so good on comparing to the value
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,Writing the review after 2 days of usage. Screen Display and web cam quality is not great.
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,Light weight. Poor camera quality. I would like to give 3.5 rating overall.
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,Battery is draining like anything. Waste for money. Camera quality is bad too. Don't buy this . configurations are good but battery and camera is very very poor.
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,Terrible camera. Average build quality. Average battery life. Decent value for money.
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,Worst product I have ever buy
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,Very light and handy. Zip unzip is not provided with windows
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,Laptop is not starting. It is only 2 months now and problem started . Seems like battery problems or bios issues. Is it refurbished?
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,Within two months camera name speaker not working properly  Battery Life is very poor near ABT 2_3 hours
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,"Camera, speakers and mic stopped working with in 2 weeks of purchase. Why is Lenovo shipping such poor quality devices?"
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,Too much satisfied with this laptop and vakue for money. I am using it from the last 3 month and till now no issue faced. Thanks to Amazon fast and safe delivery.
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,Hard disc is very lower than shown Only 256gb
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,Good product
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,"Good product, good quality, good looking. Adequately powered to handle day to day processing needs. MS Office student version bundled, helping in handling school work."
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,Most dislike- Camera Quality and Battery life
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,"Awesome laptop for students, bought for online class use, as it is light weight easy to carry, 8 gb ram for 36k is reasonable....."
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,Great Product in price range of 34500/with bank cc discount and on prime day deal...
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,"Good package with ssd, i3 10 gen, win 10 and ms office in this price range."
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,Ok
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,Battery life is very poor.
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,Where is windows 2019 MS office....student and home. Its just office 365.
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,Really nice performance even after 1 month. It might be slow down but it's still very fast in this range of price
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,I buy it for my brother ...n he's just feeling wow ....thnks fir the great features ...
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,How can i get it repaired? It has 2 year warranty?
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,Received the laptop with damaged screen.
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,Thin and lightweight laptop. Good product in budget to use regularly for daily work.
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,Overall value for money. I had wxcahnged it for my old laptop . Its overall efficient. Light weight. And classy.
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,"Good laptop, working properly."
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,"My selection based on the stated specs and features was reasonably good except for the fact that MS Office is without Outlook, which is a let-down."
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,Nice beautiful fast product. But camera quality is too bad . I have an video interview tomorrow and camera quality is too bad. I don't know what to do.
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,In one word its just excellent... Easy to carry wherever you want...II Excellent product by leno.. truly satified with the seller's handling abilities....
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,Sir camera quality is poor and other is very good but ms office not working demand for pay and product key please resolve this problem at contact number 8504094613
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,Company or amazon should cover guarantee and insurance. Overall till now working good. Though not used but till now good experience.
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,"Meets my requirements, very fast and sleek, thankyou"
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,Battery life of this laptop is very poor. Hard to continue an online class of only one hour. Also web came is pathetic.
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,Loved it
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,Have not received MS office 2019 with laptop. KINDLY HELP!!
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,"Product arrived on good condition, so far works fine but invoice is missing,would like a invoice hard copy please mail it"
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,Very Nice in this budget.I am satisfied with my purchase.
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,The overall product is good. Keypad needs more improvements.
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,Product price high quality not setesfi
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,There is no extended warranty at reasonable price  picture quality of camera is very poor
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,overall a good product and fullfills the promises
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,Ok
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,"it is easy it lift, it is a a wonderful product"
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,Daily to daily use or u can use businesses purpose...Nice laptop.. But it is not a gaming laptop..
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,Battery life is maximum 3 hrs in new
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,"Built quality is nice, only battery backup only 2-3 hours.."
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,The camera has a low clarity and the battery life is short only about 3 hours. Suitable for light usage only
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,Good
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,Great laptop...good battery life...can also handle gaming...comfortable to carry
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,Excellent laptop...thank u Amazon.
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,Battery backup is very low.
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,I liked the overall performance of the laptop!!!
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,Light Product with super fast processor.
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,superb thin laptop
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,Poor battery backup
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,Camera is not so good
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,Excellent I never seen like seen .mind blowing
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,Battery quality Isn't up to mark
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,Keypad pad issue
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,Cool
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,Nil
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,1
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,nice product
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,Good.
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,yet to find
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,Good
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,One of the best
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,It's meeting the expectations.
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,D Fri
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,Sound quality
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,"Lenovo Ideapad Slim 3i Review The packing from Amazon wasn't good. But I got this (8 GB variant) after waiting for many days. I didn't want to buy 4gb and 8 GB variant is not available so frequent. Now coming to laptop, please note that I bought this for my kids. This will serve the purpose but don't expect much of it. Booting is very fast due to SSD. Looks premium. Keyboard looks good but plastiky. If your budget is low, go for it, but try buying 8 GB variant."
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,"Guys I would recommend all to buy this same laptop means exactly with same configuration in same price from Lenevo official website and the best part is they charge 999 for extended 3 year warranty and this duping amazon charge 4000 approx, this is hilarious!!!"
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,For people who play and work you can do basic gaming
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,Not worth
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,Good laptop with this price range! It looks hilarious juts loved the way it is designed. Camera quality is not good it’s worst I can say Display is 14 in. and light weight Which is good for official use. Battery won’t Last longer major drawback!
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,their warranty is just a fraud .You would not be able to get repairs later as they won't pick calls and their technical support won't come up.
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,I dont get it as my exchange laptop has some display problems. But i want to buy it without exchange. Thank you
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,Laptop is hanging a lot even for normal use.
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,Its been only 3 months i brought this laptop and keypad of it is not functioning..Please dont buy this laptop..Worst laptop.
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,Very delicate
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,will not recommend for fps game only for browsing and watching videos there are cheaper option than this
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,Very poor webcam Everything else fine
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,Good laptop in this range.
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,"I bought this laptop for work from home during lockdown and it turned out to be a really big pain for me instead. It STOPPED WORKING WITHIN 10 DAYS OF purchase. The laptop would not switch on at all because the MOTHERBOARD WAS DEFECTIVE. Amazon did not do anything regarding refund/replacement and Lenovo care has took it for repair for 15 days. So i will try to update this review after one month of getting it back. Being an extremely frequent customer of Amazon, this was a really disappointing experience and I would suggest anybody looking to buy this, to invest in 10-15k more and purchase a decent laptop instead probably from HP. I bought another HP laptop for my daughter for college from Amazon as well and it’s been more than a month and it’s working fine."
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,lenovo is all time my favourite
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,Was confused due to mixed reviews on Amazon however this is not just a best option for students attending online classes but also a very nice option for regular work from home requirements (If you are connecting to virtual n/w and not using demanding apps).  This review is based in 5-6 days of use -  Pros - 1. Super light 2. Rich brush metal finish 3. Build quality is nice 4. Preinstalled lifetime MSOffice 2019 5. Due to i3 10th gen it is fast. I prefer no moving parts like non ssd hdd or optical drive so this is best option. Prefer buying 8 GB RAM to avoid any lag 6. Charger is very nice and stylish  Cons-  1. For me it is negative. The laptop starts automatically without even pressing power button when lid is open. This happens even after shut down. This is irritating for me but not sure if anyone would like this. However this is an official feature. You neee to press F2 while booting and from BIOS setup - configuration - Flip boot mode should be disabled to avoid this. 2. Battery back up is decent like 3 hours when camera and speakers are in use 3. Speakers are good but sound is low 4. Not suitable for gaming 5. Camera is ok but not that bad  Overall it is a very nice choice for simple use.
Lenovo-IdeaPad-39-62cm-Warranty-82H800U5IN,laptop,NIce product for the price
ASUS-15-6-inch-RTX-3050-Graphics-FA506IC-HN005T,laptop,"Update 2 -  - Battery backup is around 5 hours if not playing games  - Finally this model number started showing up in Asus promo website so I registered for 2 years extended warranty @ Rs. 999. The offer says Warranty Extension Upto 2 Years @ Rs.999 (1 Year Base warranty + 1 Year Extended Warranty) so that part was confusing. Will know more once they reply back.  - Laptop has good thermals, for detailed review I would recommend to checkout the review done on Venom's tech YouTube channel. Its the same laptop but with different front color and design.  -------------------------------------------------------------------------------- Update 1 -  Adding first week usage review of this laptop. This is a non gaming review.  - Keyboard keys are nice and led on them go super bright. No issues there. Touchpad was a bit rough, I guess will smoothen out after continuous usage.  - Laptop built quality is good, typical Asus tuf kind. Extra vents on back just below 2 fans and side vents too (all side vents are open) on right side which is not shown here in product pics. Laptop has some good weight to it.  - Camera is just average, don't expect much (0.9 MP, 720p)  - Audio is a bit on lower side. Need to keep system audio at 100% most of the time.  - Max GPU Power draw I observed till now in HWiNFO was 77.3 W @1950 MHz under full load (plugged in). Max temp went to 85.5 °C.  - AMD Ryzen 7 4800H, although nearly 1.5 year old processor is still in top 50 in notebookcheck's ranking so it was good enough for me. Laptops with the latest gen processor, higher on raking than this like 5800HS, 11800H, 5900HS, 5800H etc were no where close to this price range.  - Fan noise under extreme load is decent, not too noisy. Rarely heard fan noise at all under normal usage like web browsing, development work etc.  - Battery is too good for a gaming laptop, didn't test battery backup while gaming as it makes more sense to plug in which doing that, otherwise easily 5-6 hours backup under normal usage, brightness @ 70%. Battery is from Asus (A32-K55) with full charge capacity of 92385 mWh  - SSD that came along is 512GB Hynix NVMe (PCIe 4x 8.0 GT/s). There is an empty slot for another M.2 SSD.  - WiFi 6 is from MediaTek (MT7921 Wireless LAN Card) with max speed of 866 Mbps  - 8GB DDR4 RAM that came along is from Micron. There is an empty slot. Crucial CT8G4SFRA32A 8GB DDR4 (also manufactured by Micron) available here on Amazon may be a perfect fit for a proper 16 GB 3200Mhz Dual channel configuration.  - Display left me with mixed feeling. Brightness is okay at 100%. Keeping at 70% for daily usage. Display setting has two options for Refresh Rate - 60Hz and 144Hz. But display used is old, from 2019 manufactured date. Model - LM156LF-2F01 (Panda). Sometime I feel colors are not accurate even for 45% NTSC, red seem like orange. But if not comparing like with smartphone its all fine and well on its own. Matte display and good under daylight. There is significant light bleed in top right corner of my unit but its limited to corner only and not spread so decided not to replace.  I tried for on going extended warranty offer at Asus @ Rs. 999 for 2 years but unfortunately the model number didn't show up on their registration page, I mailed them for same but till now didn't get any reply till now.  So, All in all a good configuration for this price range. The processor may be old but the build design and manufacturing is of definitely 2021. Went with it because of the price point. Will try to test the thermals under gaming and the share the review result soon . Rest all is good in this.  ----------------------------------------  Reviewed on day I received -  Just received it today.  - Display is really 144Hz, although not mentioned on the box and the sticker for same is missing under the display - Battery is 90 watt hours - Adapter is 180 watts - Not Refurbished, As per the box it is Aug 2021 Import so brand new.  So, In short the configurations mentioned in product description / details are correct."
ASUS-15-6-inch-RTX-3050-Graphics-FA506IC-HN005T,laptop,It is a great deal and amazing specifications in 75k and have 75w dynamic boost in RTX 3050 with 8 core 16 thread processer
ASUS-15-6-inch-RTX-3050-Graphics-FA506IC-HN005T,laptop,"Well, I was little sceptical after reading one of the reviews say this is refurbished.  Came brand new with Asus seal on box. Works well. Happy that I got it."
ASUS-15-6-inch-RTX-3050-Graphics-FA506IC-HN005T,laptop,Your browser does not support HTML5 video.  Ausome performance. & good build quality. Love it Update my review later
AVITA-Essential-NE14A2INC44A-MW-Celeron-N4020-Integrated,laptop,The camera is below the screen which makes us looking upwards to others rather than into their eyes. This makes it useless for meetings/attending sessions... bad design
HP-Laptop-15-6-inch-Windows-15s-dy3001TU,laptop,Very slow
ASUS-15-6-inch-RTX-3050-Graphics-FA506IC-HN005T,laptop,Your browser does not support HTML5 video.  I ordered it on 31 aug and I got this on 4 sept so I m really happy and 5 stars for the delivery Now the main thing is this worthy in 75000rs so my answer is yes totally worth it just go for it before it gets out of stock or prices get increased.  For packing I will give 5 stars becoz it was really in amazing packaging. It got 144hz display with rtx3050 75watt tgp And 2021 chassis if you wants to know more then contact me insta:- rachitgoyal1036 and youtube :Rachit goyal( th unfocused) going to post a review video tomorrow ✨peace out 💜
ASUS-15-6-inch-RTX-3050-Graphics-FA506IC-HN005T,laptop,solid build stunning looks butter smooth performance and a great deal what else can i say... its good that i didnt waste time in thinking ti buy or not
ASUS-15-6-inch-RTX-3050-Graphics-FA506IC-HN005T,laptop,This is the 2021 variant. The images in the listing is for 2020 so don't worry you'll get the lastest R7 4800H RTX 3050 variant. Just received this an hour back and the I like what I see. Have seen a lot of reviews on YouTube to be sure that the performance is definitely worth the price. If there are any issues in this laptop then it's probably specific to my item and not the laptop in general. For 75k it's a steal. Go ahead without thinking twice!  Will update more here if I notice any issues in general.
ASUS-15-6-inch-RTX-3050-Graphics-FA506IC-HN005T,laptop,"Your browser does not support HTML5 video.  Ordered on 4th Sep 2021 and received on 5th Sep 2021. Machine is perfectly fine and works as expected, except the screen bleeding. I am right now confused whether I should go for replacement or not? :( Attached here is the video and picture of scrren bleeding. I am not sure if this is only with my laptop or anyone else is facing issues with screen. Also for those who are asking about McAfee, you will get 1 year subscription."
ASUS-15-6-inch-RTX-3050-Graphics-FA506IC-HN005T,laptop,Your browser does not support HTML5 video.  Best laptop ❤️
ASUS-15-6-inch-RTX-3050-Graphics-FA506IC-HN005T,laptop,"This is refurbished, Don't waste your money. Do you believe this good product for 75k, don't waste money. Very very disappointed"
ASUS-15-6-inch-RTX-3050-Graphics-FA506IC-HN005T,laptop,"Purchased on sep 4 2021, delivered on sep 6, raised return request on sep 7 2021. Performance is Okay. noticed few lags while using.  Main issues which I faced: 1. Brightness issue. (unable to see the content properly if brightness level is below 70%) 2. Display Screen Bleed at top right corner. 3. Color Accuracy is too low. Mentioned 62.5% SRGB, but not upto the mark. 4. Battery Backup is around 3.5hrs to 4hrs => Refresh rate-60hz, brightness-75%, Applications used : Only Edge and VS code. 5. Noticed Heating issue while using back tasks or at booting time even using it on 5-fan cooling pad.  Not expected display related and color accuracy issues in this price range."
ASUS-15-6-inch-RTX-3050-Graphics-FA506IC-HN005T,laptop,"Your browser does not support HTML5 video.  I had purchased asus A15 ( r7 + rtx 3050 ) laptop on 9th sept and it was working fine till yesterday. But today (12th sept), all of a sudden it simply switched off and is not switching on . I even tried to do hard reset , but still it's not switching on."
ASUS-15-6-inch-RTX-3050-Graphics-FA506IC-HN005T,laptop,Your browser does not support HTML5 video.  I'm speechless😂🙌
ASUS-15-6-inch-RTX-3050-Graphics-FA506IC-HN005T,laptop,"Your browser does not support HTML5 video.  The laptop is quite well built. Has a good screen with much brightness for indoor uses. The keyboard also feels nice and the RGB has 4 stages of brightness. Will not get into the performance part yet because I have got this product just now.  But one thing to mention, it seems to me that it is the 2020 model ( please correct me if I am wrong) as the logo and the lid seems to be that of the 2020's model.  Cheers !!!"
ASUS-15-6-inch-RTX-3050-Graphics-FA506IC-HN005T,laptop,Everything is great from the build quality to backlights of keyboard but the display is little irritating for gaming so if you want a clear display so don't buy it otherwise it's great worth of money
ASUS-15-6-inch-RTX-3050-Graphics-FA506IC-HN005T,laptop,"This laptop has impressed me as well as disappointed me on some fronts... PROS- 1- I was impressed with its specs specially Ryzen 5 4800H at this price point. 2- It's sound is good but not great. 3- build quality is good for 75k. 4- keyboard is decent with good travel. CONS- 1- Display is not that good because of the low brightness ( not clear visible in morning sunlight) 2- Screen bleeding is visible because of poor integration of frame with display ( I think) because when I press the frame, it improves a bit and again come back after some time. That's why I am seriously thinking of returning this laptop. My two concerns are... Bleeding issue and low brightness issue Which I think should not be there for 75k laptops. They should have provided at least 300nits bright display.. I will give it 3 star and cut two for low brightness and display bleeding issue.."
ASUS-15-6-inch-RTX-3050-Graphics-FA506IC-HN005T,laptop,"The product is completely fine. Brightness control is not working both before and after updates. It can be an issue from amd or windows side. But facing this issue in a brand new product is not something a customer wants after sending 75k. Driver updates , microsoft basic adapter nothing works. Will return the product."
ASUS-15-6-inch-RTX-3050-Graphics-FA506IC-HN005T,laptop,Your browser does not support HTML5 video.  Can i know whether it's screen bleeding or not? Otherwise lap was awesome
